300 41680
150 245 3
239 70 64
37 229 69
90 137 89
123 203 81
264 178 89
108 126 67
207 204 83
203 27 12
79 135 61
11 158 43
138 49 61
247 71 71
220 270 20
163 176 29
161 199 5
164 16 76
94 36 88
266 84 23
24 15 45
138 173 84
204 142 76
162 30 9
31 109 94
122 84 49
197 141 77
203 6 40
33 224 13
65 294 89
172 27 86
284 271 89
10 201 57
52 108 86
292 167 29
214 85 68
132 64 55
15 270 38
84 90 2
85 163 48
180 253 22
52 7 35
289 290 26
64 139 96
259 184 8
244 246 87
203 29 1
64 63 90
296 243 54
28 247 36
178 151 86
171 243 10
199 94 59
49 71 59
6 273 39
54 228 72
15 63 88
63 212 52
152 118 27
156 99 17
34 20 8
101 238 68
111 125 85
266 209 81
259 34 69
205 99 82
18 1 20
296 32 21
222 26 20
48 51 67
31 58 50
227 283 37
141 49 30
17 27 26
126 166 57
93 66 20
215 277 26
134 181 36
48 287 21
69 197 79
187 263 53
97 128 63
180 35 98
104 118 14
193 16 47
22 192 13
235 54 51
269 55 46
105 111 34
199 246 98
115 94 17
90 29 73
89 291 79
243 96 49
50 94 98
300 63 90
104 189 10
231 96 5
245 145 2
279 296 6
284 156 4
143 202 8
166 230 24
231 275 24
276 181 1
259 9 2
256 97 66
241 247 87
266 122 45
250 186 80
295 198 76
165 219 15
88 258 83
273 171 3
261 269 83
60 108 3
277 140 65
99 290 17
192 274 84
7 158 95
277 244 36
257 202 47
81 150 66
277 72 35
74 18 8
213 159 59
235 210 53
210 247 59
265 13 96
31 257 27
45 142 34
270 181 44
219 119 86
148 98 88
261 194 7
143 152 95
216 57 33
147 155 65
39 283 52
137 235 67
209 260 72
297 96 20
12 196 70
226 107 95
53 68 52
224 127 92
281 198 38
269 184 19
63 46 42
262 260 49
276 284 19
130 184 7
152 138 98
146 34 87
42 171 65
300 150 86
219 79 96
121 69 69
6 109 96
269 86 82
135 238 62
126 111 80
254 292 75
183 12 30
83 204 14
91 211 6
173 25 20
35 113 62
161 27 64
209 34 4
119 78 25
186 68 87
165 121 5
204 122 8
132 137 81
264 222 73
47 289 91
126 268 56
166 196 6
48 130 40
69 219 40
229 162 53
20 61 45
59 286 94
94 223 69
90 17 84
258 160 42
181 207 14
239 15 71
77 63 96
221 297 64
44 115 88
159 295 49
56 229 20
266 65 67
200 269 94
98 58 12
279 118 25
264 277 44
103 73 70
27 292 58
73 190 6
29 241 57
230 242 90
193 208 45
169 53 78
26 86 28
126 189 48
294 61 45
36 76 77
232 14 19
210 114 29
163 41 81
161 198 85
12 86 78
130 218 84
230 122 5
149 82 11
152 11 14
28 296 56
235 17 48
254 217 93
66 154 36
228 239 11
297 138 90
141 169 9
173 96 31
9 121 97
151 238 52
94 61 84
129 12 39
204 219 94
110 66 33
90 25 39
104 277 51
80 23 83
215 183 71
30 296 100
280 65 21
283 187 68
200 139 90
234 185 87
55 210 6
51 272 98
66 178 100
207 24 93
25 121 13
35 14 51
165 122 70
117 74 37
264 30 40
191 136 17
266 290 14
133 142 14
104 95 86
249 143 88
240 78 49
130 222 58
206 170 82
148 116 27
152 248 21
70 263 2
58 76 39
96 33 73
172 194 75
288 137 82
189 44 45
225 263 65
290 54 72
285 269 86
236 3 64
156 262 43
207 300 91
110 56 99
230 160 89
268 161 14
195 123 74
81 200 20
300 79 80
154 278 72
52 212 85
172 50 92
66 98 34
42 191 5
245 246 83
233 20 29
224 142 65
218 265 11
100 279 11
148 55 63
126 43 75
290 250 8
179 242 85
138 274 32
121 130 19
281 203 67
180 36 32
291 205 20
60 73 31
21 123 63
205 285 38
275 255 65
14 130 81
41 121 55
293 39 7
169 24 60
47 134 78
205 238 62
257 206 61
150 167 75
188 125 56
131 99 11
217 71 14
96 170 81
154 207 70
291 173 34
137 273 56
44 10 65
106 155 61
197 140 38
83 126 62
77 214 16
69 7 37
145 182 35
210 117 97
71 95 98
143 4 24
232 21 97
15 42 97
5 159 35
131 42 20
35 117 75
12 287 14
43 239 91
75 115 78
199 185 89
145 232 95
153 90 1
256 222 48
274 88 41
284 76 14
89 268 46
31 253 4
26 54 31
25 76 59
86 215 28
230 244 10
281 179 4
73 114 53
149 113 34
209 60 64
147 287 42
257 261 86
135 163 56
73 111 50
292 217 52
185 63 24
136 276 10
122 254 47
240 265 57
216 137 67
37 132 32
94 176 5
238 277 50
251 54 94
216 259 90
276 184 73
222 164 50
212 148 32
153 128 94
240 22 90
292 227 80
257 250 81
247 220 46
47 158 23
147 170 46
115 142 22
52 94 84
261 40 69
236 244 10
18 111 46
185 202 42
295 183 68
247 230 36
12 15 54
64 212 29
72 203 81
15 84 94
153 152 19
256 209 82
122 157 74
149 76 5
49 29 88
107 42 49
219 203 50
219 72 56
126 217 80
42 72 66
151 237 10
51 274 43
234 273 53
71 284 6
172 265 68
259 125 44
276 51 52
90 278 9
39 96 46
62 26 42
193 55 1
231 204 45
85 239 93
293 27 91
109 186 41
269 143 56
251 97 49
281 272 29
255 3 51
227 266 74
187 58 74
125 49 21
187 34 100
117 7 39
107 60 74
70 100 83
25 232 41
71 219 13
7 200 83
292 150 75
261 206 12
46 216 16
7 56 29
80 239 68
74 172 67
181 294 72
100 288 78
5 233 91
255 263 88
45 137 54
272 121 54
54 146 28
79 183 22
173 183 92
83 55 7
194 234 61
257 19 95
139 255 19
167 299 74
36 172 28
53 50 28
44 221 34
215 194 18
112 105 39
299 184 84
1 294 82
184 14 89
128 240 4
89 70 10
127 273 35
274 66 32
260 76 63
231 97 99
158 54 96
15 264 13
172 58 60
59 74 8
228 280 62
6 300 90
300 267 36
272 288 21
141 133 47
158 33 34
229 129 86
244 95 85
266 229 80
109 44 79
299 99 28
216 275 9
124 121 60
84 17 39
87 102 93
21 110 9
238 66 39
139 247 63
241 194 49
114 20 96
63 260 29
232 113 2
136 250 22
17 247 50
185 99 5
281 174 43
24 7 50
60 64 26
256 153 68
300 234 39
64 190 10
145 136 61
20 189 42
128 198 44
53 172 27
63 9 53
91 98 66
150 165 93
1 7 1
210 77 39
105 44 23
247 254 18
291 59 89
300 116 50
21 137 78
245 114 12
49 21 55
252 52 13
75 54 49
293 102 63
282 219 25
44 175 19
31 70 17
270 275 91
178 94 72
253 9 85
16 213 10
164 178 4
149 284 97
69 21 4
40 163 1
184 46 37
254 72 79
24 112 73
298 164 1
287 138 31
297 86 52
91 223 49
96 27 1
277 122 51
249 65 66
280 5 38
128 8 28
164 155 79
13 66 64
162 139 23
189 40 51
10 235 41
178 115 59
197 264 35
37 145 41
120 198 26
109 208 44
33 143 51
132 128 8
146 41 10
234 281 41
160 215 99
178 8 53
292 169 92
168 124 89
176 151 74
200 219 93
81 80 74
169 5 8
99 78 65
42 141 56
81 93 58
107 17 8
299 61 53
200 284 40
43 243 5
229 101 9
202 176 64
288 261 19
180 275 58
291 211 6
14 84 93
131 11 28
125 95 48
114 125 37
61 44 59
217 264 30
127 294 85
160 292 23
164 212 16
193 136 83
51 144 49
21 124 75
196 259 37
45 212 49
189 117 69
6 91 7
27 51 72
223 70 58
183 300 90
232 88 43
215 228 65
64 9 3
288 70 22
67 133 64
125 101 90
176 123 3
270 228 33
216 235 39
233 127 36
70 77 33
120 207 43
141 172 78
178 26 11
70 164 31
44 129 91
190 103 46
141 153 88
35 227 18
287 246 59
145 248 97
127 84 80
13 167 18
138 153 97
153 110 100
215 136 65
155 135 26
211 115 80
76 90 81
194 250 10
31 71 42
264 34 15
49 236 100
130 47 47
248 117 67
190 66 99
168 158 66
122 123 63
154 184 89
138 242 96
160 70 31
203 283 99
112 33 28
90 300 78
18 129 73
88 30 77
94 56 56
236 73 44
151 120 42
3 192 62
33 77 57
244 184 85
251 269 13
79 47 27
141 234 65
63 166 75
285 43 46
284 166 30
103 25 25
182 289 85
150 215 88
241 111 75
178 182 58
131 48 37
271 290 68
126 289 30
151 183 44
241 32 64
137 61 16
189 202 49
57 76 63
61 36 22
63 137 58
173 181 57
271 158 43
145 24 35
64 233 92
174 57 22
213 6 37
214 227 25
14 251 90
136 80 42
246 114 48
293 64 71
49 115 100
71 184 20
147 184 31
38 278 51
268 177 69
125 299 23
273 199 79
278 284 94
105 57 65
136 140 91
237 24 88
82 146 15
61 197 18
297 270 64
2 171 90
286 300 61
10 186 4
66 40 63
253 29 45
176 99 48
147 61 72
127 208 5
160 228 90
274 296 83
61 256 80
179 43 46
82 289 65
241 48 96
221 61 63
229 92 45
70 113 60
129 257 89
46 154 55
172 229 75
39 98 29
41 119 37
32 131 16
134 124 5
73 181 19
43 282 85
15 89 72
173 252 50
114 84 83
75 152 97
89 120 28
77 207 49
203 212 92
50 120 29
261 2 7
208 243 9
220 82 95
159 182 37
54 110 20
24 157 6
252 11 93
110 157 99
162 32 34
287 209 25
287 119 22
293 253 41
223 258 67
263 3 20
131 228 43
8 260 4
99 46 21
292 179 4
197 267 16
17 73 66
253 235 55
157 54 37
110 67 62
108 78 6
286 113 49
160 15 30
163 93 6
6 247 85
1 252 5
267 79 14
292 168 88
29 242 8
34 296 6
287 24 50
167 116 93
126 169 80
109 9 45
177 56 35
112 117 13
40 125 16
149 33 96
248 238 97
77 269 13
32 24 68
252 227 80
211 179 58
17 130 11
242 270 42
274 81 33
96 145 98
91 2 47
87 48 5
67 125 30
210 224 14
7 130 32
39 10 35
118 170 10
300 161 28
285 13 45
140 245 37
247 209 3
54 36 26
266 124 20
51 66 28
72 300 14
249 161 73
222 278 93
139 42 21
67 272 63
185 58 62
26 159 92
195 114 85
175 132 25
43 17 81
159 68 20
9 252 58
95 225 38
115 79 12
290 5 30
40 223 36
233 211 60
192 99 42
114 247 81
72 167 10
293 77 76
268 192 87
166 100 49
157 77 49
146 288 53
120 15 84
89 68 84
29 43 32
235 207 35
53 235 23
260 11 28
189 127 31
130 229 4
299 286 87
110 152 52
234 71 67
93 240 34
225 153 98
57 150 16
105 115 84
290 100 57
177 60 86
229 180 57
75 104 73
243 247 84
258 161 57
277 166 58
300 120 53
261 166 66
211 272 86
246 196 8
38 157 35
179 288 78
91 149 40
165 207 74
230 69 9
255 85 78
177 91 45
294 249 85
137 5 84
59 229 52
1 195 77
154 240 11
253 102 16
83 250 60
201 224 5
129 91 1
291 19 55
28 161 46
278 170 53
130 296 51
46 282 64
21 82 66
39 106 50
128 189 28
174 215 76
51 13 1
149 97 43
272 89 23
170 43 25
19 235 29
113 74 82
56 213 88
171 248 86
284 39 3
267 161 95
21 34 54
266 57 7
185 273 19
131 192 96
223 106 97
256 250 29
250 224 94
71 26 42
78 143 11
164 156 69
99 4 11
69 183 85
127 14 77
90 281 73
167 297 91
227 293 99
256 11 96
249 263 41
141 203 45
32 84 47
45 185 100
166 220 23
77 2 65
184 238 100
186 91 44
261 150 12
107 49 64
81 267 9
100 4 13
59 16 53
259 284 11
241 215 6
209 64 91
297 236 31
66 251 92
71 139 86
197 90 75
186 47 79
251 28 47
46 137 82
34 182 35
10 145 73
133 119 66
267 201 45
280 240 80
116 224 67
155 276 58
155 255 14
11 14 17
48 237 34
69 59 17
61 134 5
193 296 50
53 287 68
223 194 88
115 213 63
202 289 70
275 166 13
42 153 44
61 182 45
237 222 76
231 64 28
10 90 46
243 192 88
92 119 3
63 297 57
172 197 31
8 205 84
93 222 44
35 228 76
131 144 59
185 168 72
188 263 6
64 87 89
76 100 27
138 95 37
45 229 76
188 22 99
236 281 86
262 28 17
286 216 58
291 75 12
25 252 94
204 40 10
125 98 67
148 22 34
89 43 46
241 52 88
288 128 77
70 56 90
197 50 71
50 238 31
95 193 71
154 28 76
24 295 96
151 121 46
187 253 14
162 78 59
154 236 42
295 84 24
223 77 16
250 53 27
252 134 29
62 210 70
194 49 20
101 106 7
160 221 20
270 1 75
225 145 88
250 275 38
270 100 73
84 65 24
139 62 11
149 285 55
6 61 69
108 220 30
30 138 42
234 38 94
188 234 54
37 284 5
32 149 36
274 282 58
299 251 59
195 20 55
246 107 76
154 252 8
159 170 35
193 57 16
238 85 36
180 280 47
285 235 79
99 100 75
244 112 82
185 3 9
50 148 98
157 185 19
276 294 58
266 25 91
171 137 91
144 217 78
222 47 64
57 90 43
287 135 63
6 205 41
16 211 57
212 4 72
291 196 23
212 8 97
21 156 20
130 215 20
73 243 3
89 59 81
21 223 83
166 184 65
231 167 8
41 86 6
216 112 2
191 79 76
116 104 13
80 284 41
141 60 93
234 134 42
46 299 6
73 182 65
61 1 67
77 40 99
91 15 85
199 75 38
176 5 60
53 3 87
98 187 14
256 194 82
208 204 34
113 228 76
93 96 37
138 267 20
220 135 60
293 156 61
262 224 45
50 81 41
5 283 20
299 298 23
216 15 11
236 165 83
283 293 52
258 35 99
16 174 14
132 242 35
181 250 32
230 238 19
260 227 20
208 209 6
259 181 60
81 160 77
174 140 14
120 45 67
36 282 77
204 134 76
117 220 13
43 24 47
126 158 11
182 26 13
24 170 51
126 124 25
158 202 88
223 240 69
216 240 80
215 18 90
26 21 89
218 9 68
284 36 43
123 298 9
149 216 62
298 90 4
257 256 44
152 73 54
181 46 6
81 287 68
69 20 29
15 181 16
153 3 29
82 171 88
175 157 59
50 116 31
228 124 19
298 103 8
40 224 57
192 163 83
186 296 94
22 112 14
60 69 61
96 84 82
276 249 33
258 6 69
282 69 68
206 226 49
123 186 81
112 196 3
95 218 25
156 295 37
295 247 83
251 185 34
81 197 48
249 290 14
133 261 94
53 135 70
77 61 7
99 98 74
160 100 98
191 174 17
170 174 58
220 23 92
124 231 67
8 213 11
283 189 75
279 8 97
181 85 82
252 241 32
124 232 25
118 154 50
194 8 4
228 226 72
201 238 8
210 156 78
209 134 49
238 236 69
116 30 34
87 26 19
111 80 42
104 181 78
138 292 16
54 113 82
277 270 82
220 122 33
162 48 30
144 49 85
49 92 59
191 40 82
110 12 53
135 33 81
177 104 59
111 207 95
101 70 52
130 290 98
119 117 66
29 194 15
37 55 51
46 270 57
24 191 57
198 298 39
136 204 26
271 183 50
103 242 6
59 214 36
38 205 30
277 149 80
95 210 9
59 55 44
218 88 53
222 199 15
28 144 14
91 66 34
267 95 19
283 69 83
220 102 27
112 26 52
177 4 37
131 199 50
234 232 62
84 11 51
83 45 31
114 87 90
50 259 88
109 156 49
148 187 49
73 188 78
215 232 20
240 63 10
117 201 57
111 120 16
74 282 91
236 289 27
218 252 72
84 171 92
191 97 5
153 238 42
32 29 79
195 226 15
177 95 20
72 176 78
137 211 86
293 275 64
194 138 52
151 149 40
268 124 9
57 87 93
104 79 43
238 80 99
143 95 65
176 209 85
281 113 13
244 148 87
124 70 37
6 245 51
148 129 64
160 113 93
93 102 80
114 207 27
178 29 41
115 147 30
197 44 25
221 281 87
187 175 4
86 67 80
255 1 77
240 61 85
130 131 35
191 114 97
221 99 10
74 89 56
245 105 96
39 64 2
77 169 89
104 184 53
123 267 18
145 244 64
177 143 100
235 133 51
10 47 100
202 65 48
143 10 21
258 173 54
193 271 25
261 246 40
211 142 67
257 224 76
131 187 67
114 234 34
241 201 19
45 269 30
74 178 89
279 5 75
225 205 50
38 30 99
216 97 40
259 124 2
127 222 46
160 261 88
16 263 37
138 71 69
245 297 59
18 76 80
6 265 33
273 86 30
5 97 98
295 76 10
5 140 4
135 272 8
62 180 64
7 124 57
99 6 27
154 112 40
215 110 54
79 193 55
4 132 63
101 31 65
32 14 14
201 156 37
117 44 29
75 113 28
283 279 81
10 290 21
48 35 21
144 100 81
140 186 38
126 55 64
273 54 13
294 79 99
95 155 21
140 178 49
188 27 52
151 218 70
22 169 83
238 58 72
48 202 90
119 252 16
150 42 69
130 43 77
249 274 80
221 97 24
180 230 66
215 218 46
281 210 17
232 241 59
132 180 88
211 56 53
17 298 68
169 287 17
105 298 21
56 134 2
270 123 43
274 291 15
181 148 35
15 277 96
281 266 61
32 173 90
16 68 54
112 150 22
248 187 45
98 266 58
140 251 87
2 194 26
78 165 81
32 61 16
163 57 76
42 240 67
256 14 13
150 210 99
186 17 88
270 102 99
160 12 39
232 268 45
86 140 15
189 287 57
122 92 44
159 289 9
271 272 50
220 106 20
231 239 20
124 10 65
205 67 51
117 98 27
160 208 89
40 87 94
264 210 52
180 296 28
175 1 67
98 33 3
6 212 10
265 253 74
62 5 87
277 220 65
105 230 9
115 107 94
234 246 57
7 35 69
17 141 84
70 219 6
41 145 46
13 234 80
102 151 56
83 254 4
180 89 16
89 300 51
146 154 37
112 212 48
218 101 79
29 140 64
238 64 61
107 183 67
223 141 11
180 17 35
239 103 96
123 184 94
147 157 2
171 147 82
247 80 4
70 236 4
145 243 60
184 18 94
45 286 27
116 7 84
165 268 67
102 187 72
65 70 3
220 285 12
94 219 27
187 151 65
16 296 58
251 143 24
179 8 33
61 49 60
252 213 88
75 22 100
162 47 81
52 276 77
45 187 36
81 265 68
160 102 42
94 262 20
274 268 34
204 152 49
138 87 14
201 218 27
183 34 33
252 101 34
286 148 54
195 16 43
246 83 67
270 69 23
151 147 64
274 231 37
245 12 65
177 161 100
213 93 21
262 182 18
86 188 56
201 297 93
110 86 87
147 211 78
98 272 27
119 127 2
9 236 79
156 171 26
69 255 21
191 176 78
294 242 78
210 43 33
2 164 2
87 66 28
277 193 38
186 206 48
165 131 80
86 98 48
23 44 78
221 125 16
125 61 76
3 141 19
214 98 56
18 252 71
126 255 64
142 182 70
144 226 7
146 188 3
286 126 67
18 142 26
53 237 71
211 157 72
174 99 77
48 121 17
67 291 90
272 60 24
163 178 46
233 263 63
227 202 84
21 261 86
5 277 78
239 155 37
21 147 33
254 29 57
254 100 48
22 66 6
262 118 21
207 241 84
45 47 46
38 121 57
42 148 2
139 137 12
195 127 45
33 285 51
164 133 69
157 297 60
266 113 100
118 275 30
195 85 62
188 6 22
128 226 52
96 102 41
48 68 66
258 117 51
257 264 6
91 167 40
182 134 31
38 12 82
79 24 64
286 114 46
31 211 57
112 153 18
78 190 79
159 41 55
226 75 9
95 33 68
158 198 67
112 221 68
133 110 59
171 70 73
75 28 99
9 217 22
156 276 29
159 227 38
239 37 47
160 282 30
204 93 73
118 100 57
158 32 17
14 185 34
297 256 90
68 234 62
203 183 53
248 57 94
176 30 78
55 223 26
80 232 64
265 168 90
282 32 45
189 62 43
153 17 60
137 234 40
78 104 13
252 285 60
8 50 86
227 179 38
103 69 23
55 174 35
190 32 73
74 123 47
189 197 20
15 58 18
42 27 47
109 277 22
217 89 4
147 215 14
96 196 67
256 29 12
91 173 90
243 19 33
31 256 34
192 276 27
211 254 23
16 135 33
136 190 30
106 151 24
222 11 45
14 189 96
105 283 51
154 173 53
285 163 8
144 26 79
40 190 57
129 295 20
275 232 22
7 184 6
276 70 53
214 174 98
48 115 44
161 285 42
222 289 3
97 56 74
251 75 74
145 4 93
268 167 68
183 152 75
225 179 32
181 288 99
175 151 41
167 159 99
111 107 28
218 83 79
215 90 20
10 68 25
296 7 8
96 5 14
67 122 28
253 290 15
15 149 87
272 156 6
165 118 61
92 200 10
299 35 1
267 163 54
166 22 100
249 165 18
73 263 41
29 61 45
212 199 68
94 98 51
29 70 98
210 3 40
162 210 25
88 283 7
270 198 99
267 13 63
200 184 91
24 270 39
213 279 35
286 281 82
284 240 25
38 7 23
188 57 13
74 131 100
100 291 59
79 50 81
10 242 94
85 101 36
17 264 45
199 90 24
289 58 45
51 206 13
129 126 99
78 60 44
137 177 76
34 78 72
190 254 47
106 173 24
54 276 98
288 296 63
176 142 58
151 85 43
210 238 9
172 102 73
13 294 91
294 120 31
295 111 5
15 227 54
71 272 36
252 82 14
98 208 69
34 282 38
276 226 63
129 107 63
9 51 75
286 225 98
255 8 81
265 245 70
150 240 47
1 204 43
67 298 61
72 194 80
290 207 25
107 275 13
276 167 30
9 214 61
133 150 82
292 191 83
135 141 48
61 223 92
2 186 21
161 264 94
286 208 26
180 192 5
162 15 97
146 295 19
70 79 78
153 8 41
157 154 24
186 298 29
150 60 29
128 177 69
24 251 60
279 294 27
156 5 24
126 135 43
36 74 24
77 168 1
105 182 47
3 243 39
216 209 62
267 177 36
202 116 70
267 97 71
240 81 25
57 59 51
282 190 33
296 152 85
105 88 33
152 21 61
16 147 63
169 179 99
287 16 100
51 41 96
192 37 79
110 279 83
114 185 2
236 92 60
18 222 82
224 172 1
289 238 48
277 67 36
28 89 17
298 275 34
123 251 24
77 290 19
33 60 15
292 279 54
290 240 45
234 143 16
95 284 88
47 5 28
292 22 47
241 121 59
254 130 83
279 108 30
219 253 61
252 161 99
126 265 58
130 32 46
140 260 38
190 295 4
176 131 87
89 266 64
7 115 76
18 241 94
198 195 42
224 252 19
289 245 40
247 60 18
207 97 57
65 108 67
287 23 56
261 8 26
26 216 64
29 75 63
283 118 85
100 174 13
10 24 96
262 117 35
48 88 34
260 192 41
24 183 18
254 13 40
274 188 41
70 269 91
6 60 61
6 150 39
218 170 90
203 161 11
5 112 76
71 19 23
41 184 96
179 100 57
68 42 15
103 275 62
89 87 28
159 75 12
16 24 17
191 98 92
144 182 16
198 259 83
102 108 20
89 216 69
287 70 23
38 222 42
151 281 84
15 146 18
110 214 88
170 60 87
208 194 67
49 108 20
249 287 35
30 117 92
112 8 66
223 174 16
161 134 88
298 172 66
226 233 32
265 184 40
69 26 8
68 227 20
247 79 88
221 32 84
165 90 38
198 217 67
240 72 49
17 6 52
120 82 23
42 2 32
206 113 54
127 59 20
126 203 5
29 56 94
277 100 85
96 271 99
41 156 90
125 156 91
248 115 30
106 150 16
269 296 55
39 172 16
85 251 60
163 221 45
114 239 71
104 63 65
96 105 66
269 53 23
2 263 41
168 104 41
298 192 49
127 142 4
297 131 69
214 148 4
225 198 26
278 69 39
143 97 92
31 287 89
198 291 55
110 87 30
225 66 92
4 130 42
35 80 33
73 278 31
32 94 9
28 157 23
86 111 83
295 41 85
19 69 99
192 73 72
195 267 68
102 143 33
96 192 87
136 180 24
258 90 73
9 169 52
131 43 26
196 213 71
73 79 2
264 25 60
10 114 53
128 66 79
14 203 1
178 193 63
233 132 37
13 282 23
56 133 62
148 53 34
38 123 10
282 72 75
177 44 17
170 175 75
55 300 72
288 46 41
232 57 62
274 226 2
207 205 91
153 51 74
100 168 61
34 17 78
224 60 37
212 116 32
120 190 53
213 290 26
76 252 33
87 295 14
57 27 74
104 281 42
19 64 32
234 92 39
187 83 40
222 176 26
264 200 54
291 79 58
115 104 62
36 101 24
30 230 78
121 116 36
251 146 23
233 239 82
35 56 6
292 132 27
219 296 21
121 245 46
139 218 16
81 198 60
230 104 43
210 97 3
165 56 75
241 40 14
170 154 3
275 122 88
154 61 23
173 49 55
79 179 60
210 258 16
152 227 2
96 21 97
220 66 14
58 42 4
144 177 75
230 231 81
129 22 16
242 110 18
256 180 87
235 169 55
268 194 70
292 56 11
254 191 78
164 246 36
141 266 79
204 238 84
283 248 97
200 142 27
172 268 19
63 40 51
187 289 7
14 165 42
215 119 60
88 86 57
210 229 24
172 186 16
237 70 86
294 102 6
68 173 9
196 27 62
244 210 82
135 253 61
229 146 83
132 227 18
25 219 85
71 77 34
210 17 87
2 55 89
4 156 45
159 28 49
97 271 61
179 104 97
243 1 95
293 256 44
123 276 90
59 73 45
226 101 56
264 280 3
100 24 98
159 279 85
276 59 9
154 44 50
110 275 47
262 76 16
267 71 24
103 154 98
65 31 19
227 265 43
147 249 20
275 64 83
66 75 25
80 219 78
67 96 74
132 254 48
7 133 77
143 188 99
274 24 2
209 147 56
76 226 61
120 8 14
81 216 15
113 83 47
204 167 91
46 94 60
129 188 45
78 139 98
224 238 47
41 288 90
286 48 93
54 269 78
254 46 58
27 97 72
286 253 23
103 195 6
265 4 65
188 68 20
261 88 84
274 43 100
291 69 28
175 82 66
283 122 95
285 92 38
140 180 87
214 258 71
187 64 67
117 60 57
172 110 34
145 135 20
232 48 92
198 35 20
55 144 32
292 121 75
23 164 87
201 49 39
285 87 65
161 229 10
198 86 62
65 88 29
213 53 65
290 258 45
59 218 69
194 16 75
35 61 61
204 102 46
182 237 29
215 264 17
75 111 57
152 270 22
186 74 91
128 123 20
155 68 80
104 180 93
117 104 38
108 104 23
192 49 90
76 16 81
80 19 4
105 294 59
33 154 87
98 23 97
238 146 79
100 54 86
88 11 88
116 265 42
117 207 74
110 17 53
179 202 82
188 288 5
118 136 74
168 179 96
2 37 54
135 100 53
277 66 57
19 207 65
144 109 67
117 61 58
179 282 87
295 72 16
266 145 52
216 161 74
86 144 74
56 250 83
158 243 18
192 266 35
77 144 16
153 32 66
269 83 61
57 153 31
36 143 58
140 125 86
158 171 71
158 275 59
126 159 40
251 135 44
114 72 91
222 267 54
224 154 18
20 265 3
241 82 63
235 154 61
214 157 42
84 93 80
134 206 34
38 142 49
18 35 77
75 262 93
199 196 11
270 60 37
244 62 55
75 126 85
126 31 11
251 58 68
200 218 2
213 75 26
107 114 62
176 104 29
34 80 57
130 137 9
129 225 27
90 14 21
89 292 86
121 14 11
213 263 90
57 31 58
